,Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
53,734,5.447072696,6.844988465,1.0584072,81.06318378,70.13609851,1
54,1058,4.574759306,8.466307331,2.509847674,75.9741495,73.17673359,1
55,885,3.101107857,5.636507936,2.85653057,77.14707518,72.48657309,1
56,595,2.193474724,6.6870074,2.363755409,75.26063428,90.91322438,1
57,1470,6.575457446,8.03725913,1.770325168,79.53680654,80.18483892,1
58,638,1.978124846,6.576255909,2.280325605,78.30748079,74.22235036,1
59,974,2.406434854,8.351376665,2.115063175,75.80758901,82.39839793,1
60,800,2.948525854,5.12471775,2.621078507,76.80170641,67.2205346,1
61,819,2.325768939,4.472757062,1.765074354,75.02933438,77.55191156,0
62,499,3.004558573,7.097337102,1.478411006,75.90373536,76.58455769,1
63,1218,2.667088743,4.415281189,2.622454422,76.56459308,79.82205932,0
64,1096,3.104928732,8.046572583,1.331391623,76.29120915,85.92390051,1
65,458,2.163663141,7.938088804,1.76782248,77.4388141,88.03824775,1
66,372,3.902893567,4.651874108,1.192439853,77.1915314,92.65595697,1
67,936,2.769151193,7.237719469,2.857593553,75.86352662,79.49087484,1
68,1187,2.722443428,5.958199617,2.341126325,77.55454182,89.43396011,1
69,667,2.329041633,8.208658273,2.78800575,74.36098652,81.14188606,1
70,569,5.129769352,5.128463119,2.450121055,76.94427516,80.50301122,1
71,975,3.151469495,12.1278867,1.241193567,84.45205285,84.14724644,0
72,520,4.233657911,2.376546317,2.775907168,77.68039376,85.78685223,1
73,762,4.317033213,5.081381733,1.564083334,83.85659417,75.98534797,1
74,673,5.206882919,8.830489178,2.864695906,82.61829708,82.63794008,1
75,977,4.098962814,6.885957714,1.550109645,76.24063984,70.13018402,1
76,591,2.988914871,5.466950075,1.615132287,75.44904446,75.21878558,1
77,1439,2.263345792,6.116457593,1.582601949,80.63490951,78.60299184,1
78,662,3.667843406,8.841687555,0.470927716,76.35902794,75.89657059,1
79,622,2.538549057,14.24322453,1.942855835,78.2809788,72.38027948,1
80,742,2.346219071,10.91891434,1.680981243,76.17828337,81.20820847,1
81,1437,5.191605846,3.065888409,1.950039389,76.94636902,94.7030257,0
82,1171,4.270435518,5.520500184,1.99490066,75.22507177,69.34004951,1
83,988,3.908631758,4.49862204,1.963194641,75.05641557,80.07285436,0
84,830,3.380831232,4.755467422,1.723184205,86.63573159,72.63827601,0
85,623,2.531889436,5.810421809,1.896951828,75.11314102,93.45170017,1
86,911,4.582996146,6.370151455,2.522057361,77.88911762,79.58862292,1
87,681,4.680332968,6.32222366,2.082445367,77.8255229,84.12497606,1
88,381,4.166454667,6.622904347,2.53210315,76.29183718,85.54487381,1
89,922,2.093580924,4.137997491,2.894002229,80.42538795,82.48623576,0
90,479,3.763739493,6.186749943,2.144535884,78.30735471,75.38175611,1
91,929,4.25309464,7.078998105,1.158807253,75.86248067,70.45221818,1
92,976,2.473343044,4.205820357,2.661407595,77.28400416,84.50624714,0
93,884,2.507971598,7.841074011,3.390905841,77.86123641,69.60251908,1
94,365,3.468128596,9.496504584,2.051122072,76.54390212,75.38150221,1
95,1045,2.749453277,6.422872779,1.437082406,77.2045225,70.87909159,1
96,728,4.030338751,7.346520246,1.16351552,73.26242544,64.69249965,1
97,868,2.271175904,3.158766077,4.902659683,75.79060434,83.58071005,0
98,581,4.35433866,3.53053879,1.243609994,77.24777598,74.3297409,1
99,647,4.508660721,5.878317724,4.672294501,77.42443007,85.76651819,1
100,1405,2.656383491,2.89637323,2.344584819,77.18702169,73.26861157,0
101,1118,2.828898336,9.016960732,2.368223015,77.51063924,81.01731441,1
102,547,3.1087781,6.090266141,1.575986225,76.00910049,73.06089409,1
103,545,3.222519593,4.560048453,3.430100629,75.96845316,72.95668046,1
104,757,2.707495623,5.712043694,2.786443843,77.538581,77.36918127,1
105,685,2.788075192,5.282153199,3.22434102,77.83927773,72.60598675,1
106,645,2.433633736,8.998869655,2.795267853,86.92774908,81.0662488,1
107,712,4.174388418,4.591830946,2.209968631,79.05467843,82.86011078,0
108,818,2.988767026,14.20692467,2.400705633,77.75209009,75.02572078,1
109,536,3.036256365,5.564834777,5.887761123,75.29810542,81.89193448,1
110,1037,3.140753978,4.480116735,1.341735319,74.29086949,72.38502129,1
111,741,2.302088695,6.591389552,2.414691031,77.82694717,83.81437503,1
112,717,4.934471366,5.910941935,2.474044027,75.82993307,74.52300573,1
113,1059,1.892911617,9.3879153,2.386384899,77.10027508,76.34183497,1
114,892,3.928914746,4.428650584,2.913597988,85.44389275,69.23956772,0
115,681,4.507434434,8.621397291,2.026900396,74.65551731,74.90997078,1
116,532,3.055618795,1.08096697,4.099664178,83.4626583,77.91985357,1
117,687,3.784511254,8.435926515,1.1349986,73.37349414,84.65906608,1
118,852,2.399296696,5.423045006,2.714086526,74.7148213,80.17966073,1
119,589,1.88333613,5.10447219,2.81354866,77.19893684,85.80408342,1
120,1087,3.458833025,11.05046504,1.298160489,73.88789635,73.07453989,1
121,544,3.921485315,3.762663061,1.945695387,78.14481021,89.30863645,1
122,637,3.79686141,7.102688412,1.984935958,73.47805639,71.17436888,1
123,1130,3.384105137,5.538993184,1.472122763,80.93280267,78.58267611,1
124,1012,4.127005172,4.103021115,6.621491404,81.90501262,82.92175731,0
125,720,2.930302856,8.400620659,0.843649837,80.12123961,75.80038958,1
126,1000,4.16444474,7.576471111,2.548514404,75.81130928,85.65982397,1
127,645,4.961317225,6.896207216,2.600650943,76.32152361,66.94578605,1
128,833,2.661567291,7.04576452,2.921576867,76.52459652,80.9966994,1
129,1068,1.93217342,4.367261693,1.603565894,77.41474058,78.9063661,0
130,668,2.978320786,6.57830562,1.728472244,75.43674355,65.13773766,1
131,661,2.238634447,5.661943863,3.489123034,74.81308772,64.97623692,1
132,519,4.466059732,5.070126925,1.183794717,77.64549184,66.70421274,1
133,884,4.594451542,9.582269902,1.676335013,75.93942396,90.81890003,1
134,876,2.753961207,3.707971954,1.037033422,76.62032179,66.07349395,0
135,437,2.771562128,4.244953354,2.574863639,74.70327777,82.72668941,1
136,562,5.014833215,5.788949859,1.436713551,78.61623415,71.5207691,1
137,795,3.470388927,5.204367907,1.661826554,77.43945926,66.25635891,1
138,411,4.723991837,4.928434221,2.07702151,76.13347596,78.57145248,1
139,592,3.74699772,3.927818794,1.297941007,78.02617352,81.54159566,1
140,446,3.307253008,5.31408285,1.85210283,82.32470999,66.73408761,1
141,567,3.295723822,8.562501415,1.278599174,76.83681015,77.7809109,1
142,855,4.242377363,16.19805823,1.158094943,78.50051625,85.42620023,1
143,472,2.399260044,9.065976919,2.672511951,76.96442168,70.95669143,1
144,459,2.939726244,4.486923022,0.282575146,78.17785273,74.95869533,1
145,419,4.859461148,7.125409616,3.439479267,75.0812051,81.34721342,1
146,618,3.584241625,8.552943729,2.401780865,78.43849361,79.05669741,1
147,856,3.605926478,9.14291051,2.233290042,76.22757027,71.85652145,1
148,649,4.014151431,8.529781299,1.844954846,74.53384172,80.18416989,1
149,577,5.20431254,3.293223429,2.477008923,76.00126731,85.95395494,1
150,639,3.332208403,4.759667509,2.703090196,75.87820218,74.49775875,1
151,1097,3.263316653,5.729700412,2.254573181,85.13079917,67.06606773,1
152,651,2.675977637,7.742830984,1.252443258,76.93195222,79.44417024,1
153,890,2.938635991,7.450249128,3.178262983,76.27410338,91.76623954,1
154,498,4.253072616,9.332457406,2.051651957,78.16759494,85.65286023,1
155,643,2.551171449,0.437223825,1.328064439,77.43910605,76.14603373,1
156,710,2.699468179,5.274682842,3.583818223,75.81025439,69.84886114,1
157,541,3.608153935,14.82745244,2.914700976,76.91178997,82.28987453,1
158,954,5.860496782,5.503852447,3.383211783,75.30037912,77.3467559,1
159,896,2.513038432,5.797918621,2.467792433,78.45587974,87.57606695,1
160,749,3.953458451,8.572121817,1.105582819,76.33352325,74.60905731,1
161,526,4.866115234,3.88441481,2.785692621,75.987798,77.70955787,1
162,790,4.184004643,6.65022028,3.371589141,75.75471662,82.96698511,1
163,500,4.067209527,4.767435187,2.093937148,78.6015774,71.81221692,1
164,1034,2.262998449,8.597487513,1.964521628,75.28954941,77.36354382,1
165,492,2.715544358,8.290523273,1.916423891,76.54525636,69.79325955,1
166,678,3.758494271,4.305269596,1.164467842,76.60670234,79.54656638,0
167,887,2.636507521,5.878944736,2.21226143,77.98889823,68.8904215,1
168,1222,2.382363604,5.880977165,3.099463868,74.03230358,75.25132677,0
169,731,2.702469204,9.410571286,1.524525094,77.03267174,74.2827998,1
170,545,2.295782293,8.104565865,3.085415388,74.15418003,72.72933256,1
171,735,2.563581248,6.82527905,2.437104949,73.7706489,82.65100796,1
172,856,3.701630977,8.08038335,3.812844106,75.73060846,78.59413778,0
173,405,2.695639572,4.442541668,1.863156568,75.95774293,81.94799392,1
174,942,2.159632871,5.180063569,1.374432726,75.70022881,92.24994727,1
175,689,4.434034329,6.534890429,3.215984977,78.3788553,68.80075311,1
176,454,2.942091505,6.68390132,3.769155972,74.5843194,66.47663086,1
177,943,2.430695344,9.327169889,2.299295657,76.66755792,84.4795503,1
178,830,2.259635853,4.749004491,5.016826864,77.54135899,82.25647627,0
179,719,2.701037098,4.595191752,5.11736375,77.05782787,86.11987149,1
180,737,2.853938002,8.194822615,1.846810316,75.65546788,74.76470024,1
181,543,4.133426218,5.380815941,1.309174957,74.90588241,83.38724435,1
182,533,3.065851748,5.083220983,0.919449683,76.11314431,86.2829865,1
183,586,5.072857892,6.695238148,1.32575458,76.80281584,78.07909858,1
184,816,2.4765563,7.148462324,3.075199937,75.19319426,81.58926998,1
185,566,3.739992153,7.282871013,2.754640877,73.54146224,75.18059922,1
186,896,2.577784106,6.364715857,1.768199997,74.47336116,79.32501322,1
187,596,2.547852721,6.331834372,1.894909265,76.00172389,87.69269983,1
188,552,1.602354128,5.379013382,1.49891613,76.33965308,80.31756643,1
189,1261,3.17766909,5.726965667,5.191521018,76.28534863,80.73850424,0
190,1539,2.091215199,7.826082244,3.169450037,74.41502748,78.87692375,0
191,438,3.326197375,4.326732721,1.271425401,75.67293402,77.89419504,1
192,762,4.359697538,1.240667218,2.196076066,76.32575418,76.83281728,1
193,430,3.647078399,4.154398622,2.407899225,78.60249022,89.36563123,1
194,1081,3.686152107,4.685084987,1.724076775,81.15445405,80.93797897,0
195,495,2.073846717,3.149150129,1.646737339,77.5038916,90.15148796,1
196,838,4.583028956,9.337592555,2.856452576,76.70743567,71.76176281,1
197,615,2.399981329,10.16321641,2.78011642,76.93075723,89.25354826,1
198,530,2.462534897,6.659259744,2.143219201,77.00206115,76.9921219,1
199,474,2.936739781,4.246148231,1.233374256,77.1697816,77.59322083,1
200,471,4.157110658,6.826671432,1.960192015,75.39052191,79.85192971,1
201,1014,3.478936922,8.535092946,2.94180116,75.4384286,66.83711453,1
202,951,4.571058636,5.125854072,1.429949051,76.74814247,82.49849145,0
203,1087,4.473210962,6.527666498,3.686225958,78.56219502,77.92499852,0
204,717,5.49752468,13.9785884,2.973556,78.71718609,84.29455488,1
205,675,4.700999195,4.351507524,1.825427679,76.26116704,90.68848051,0
206,1065,2.980682001,7.989946826,2.358523037,75.66719756,74.25740301,1
207,1192,2.274437462,6.564488973,2.164744648,75.35273642,74.83650313,1
208,557,1.948449252,2.837140011,1.680777414,84.83993934,76.91196531,1
209,471,1.934269127,2.8491359,2.333907616,75.66644261,75.07835811,1
210,687,3.194926199,6.362189797,1.163746692,76.86666523,71.68772704,1
211,671,2.218751158,4.208757574,4.461875073,84.61242005,80.513548,0
212,629,2.885798743,4.555053959,5.271442995,78.06314995,76.13350029,1
213,1295,3.172969327,7.840572621,2.220989079,78.12319878,81.78785215,1
214,1123,3.542710263,4.174901314,1.44427515,76.40633848,82.20608247,0
215,932,4.828158123,5.816936634,1.287245077,75.45658212,84.50036239,1
216,653,2.347640506,6.992379056,3.427513783,72.84517957,76.20425815,1
217,519,3.51292912,12.91485184,2.976630707,73.50735711,72.09054019,1
218,748,5.392817936,10.41229061,2.22430993,74.74211348,71.23002097,1
219,1399,2.826051793,10.48430856,2.899174177,74.33791757,80.12952679,1
220,511,4.188796437,5.754372171,5.899416511,75.86702095,73.04790758,1
221,672,3.835846507,7.319906677,2.570622121,78.35855429,72.4959658,1
222,543,3.479026645,12.04167994,2.184049592,78.79927916,75.99808845,1
223,675,3.422333958,7.404532545,1.795476117,73.65539974,66.65632899,1
224,622,4.189654712,6.390303756,1.483985541,77.68239407,82.18918541,1
225,758,2.386985356,4.015625941,3.853258983,78.0002614,87.26839062,1
226,730,2.455748309,5.740273278,3.158703074,76.40207062,72.32622764,1
227,688,2.499698106,5.624984422,0.894248814,86.14219812,74.96663059,1
228,1005,2.77296052,4.956239671,1.795571844,77.52444865,80.28620886,0
229,990,2.708299337,7.835401616,1.859362401,85.88197462,73.4532103,0
230,641,2.489557582,9.379791854,2.363186488,75.97751012,72.62568226,1
231,787,4.453019155,7.141396739,3.205892015,75.37565872,70.90025156,1
232,1004,4.791252356,5.804858347,1.799925865,76.98042541,75.28926597,1
233,627,3.195913304,8.27960988,2.452966331,75.60421924,77.60411811,1
234,561,3.638480822,5.429135428,4.128599959,86.35607157,67.9852639,1
235,564,3.941779216,3.727600496,2.598731656,75.46549511,82.58805183,1
236,830,3.690437918,5.649968443,1.510290738,76.0868141,71.5519676,1
237,697,4.071106188,6.066608528,2.959802201,76.03218284,82.67279355,1
238,533,4.182577794,4.031174437,1.575276432,76.45705878,75.38016176,1
239,668,2.400174074,6.884675907,1.274696396,82.68293078,68.77271076,1
240,852,3.536849329,7.695176744,2.319230699,76.47010499,83.70717273,1
241,1313,2.659313481,4.573863931,3.596897849,82.68188063,85.36252675,0
242,822,4.666796313,7.206471724,1.448706114,81.91022089,74.49113448,1
243,538,4.016252205,5.893532433,1.760767483,74.72085728,71.32541701,1
244,646,4.290860998,5.049533875,2.433030784,76.13610196,88.28980012,1
245,1555,3.93431314,4.740352445,4.704102359,80.01840017,71.88282159,0
246,943,5.063587265,2.387251668,2.063868484,78.28145737,75.80182009,0
247,778,4.395798479,6.252994088,1.693322243,74.91342101,83.34504814,1
248,458,3.040985586,3.493298261,1.470470631,78.44279783,72.13703635,1
249,537,4.190380952,5.888466018,1.411125802,78.28805653,85.95784668,1
250,957,4.647599754,5.786337503,1.381004413,77.24073376,69.73739705,1
251,626,3.310592981,9.499583268,1.904355627,76.1149094,72.66302923,1
252,888,3.027763618,7.17060245,1.585953066,76.56497978,88.38677284,1
253,874,2.701721577,1.762569052,1.734322059,76.32743495,84.61420383,0
254,597,5.031252626,5.131142543,1.766664797,74.7933444,79.13966155,1
255,1062,4.679656452,2.872015522,3.619698658,73.88150644,78.48334694,1
256,830,4.937412628,7.789243529,1.822369051,77.53849687,82.69568196,1
257,886,5.139919676,5.10371364,2.893591545,75.59499372,72.0787331,0
258,564,3.640336884,3.7951364,1.299103264,74.02340953,91.77852637,1
259,1721,3.217139353,4.173820833,1.475814537,77.76694386,78.5614695,0
260,1261,4.030530325,7.454143101,5.961709043,84.51530432,73.99271207,0
261,351,3.863922586,6.392786638,2.213875211,76.5604572,71.36323417,1
262,743,4.195356755,9.271164565,2.634603632,77.25981637,70.32538518,1
263,1138,3.91188285,2.918049769,3.032650513,75.82297028,83.43092242,0
264,1040,5.626401014,5.000212387,2.134543904,77.53425933,74.89165668,0
265,585,5.182253566,4.231804428,2.471570943,75.28607082,84.13519358,1
266,813,2.776082172,6.992621253,1.834924141,77.98790558,79.86000532,0
267,1011,3.789964215,6.921323387,2.157522301,73.87763272,74.89063998,1
268,729,2.185056531,6.535090033,1.398675972,77.29900725,77.25860736,1
269,907,5.392381546,7.709795099,1.07219056,85.17955533,76.09943966,0
270,717,1.886187971,6.228441554,1.834870198,76.27951076,84.21519153,1
271,960,3.652477513,9.395661887,3.33764326,76.6219092,86.44538724,1
272,462,3.783131695,5.071108679,1.874465485,76.51141285,82.39659205,1
273,725,4.384538677,4.745427391,2.500586695,75.98990968,72.48672346,1
274,899,2.463034261,5.814229398,1.67185092,78.58509988,69.05138809,1
275,605,3.589869656,4.111725288,1.685978249,79.1889183,77.46995399,1
276,936,3.364813897,6.182247945,4.417287961,75.49151562,82.58005316,0
277,441,2.851823711,6.93098577,1.840859969,77.44959836,74.92257435,1
278,796,2.748740549,6.85134519,2.404892457,76.47380717,78.91911621,1
279,1163,4.471249766,11.23116472,2.72629297,74.79618858,71.95516117,1
280,873,1.786305719,5.720598651,1.144848586,77.8061761,69.76706881,1
281,523,3.528346577,8.289615883,2.270834353,75.54250058,79.76665969,1
282,675,2.785797256,5.463946609,1.649817197,75.3972787,82.90745278,1
283,514,4.619813244,3.889719538,2.467730721,76.35375813,84.06762499,1
284,1027,2.819701432,8.986408676,1.452526157,75.51296896,82.06156183,1
285,952,2.125976804,4.091052236,1.116571647,75.22977884,88.18107978,0
286,477,4.832218474,6.1685357,1.621886363,77.61154168,68.75827382,1
287,673,1.9361475,7.017467667,1.442004696,83.11082102,80.36204034,1
288,572,3.695789642,3.340985138,1.336450528,78.93458332,77.08039065,1
289,784,2.671718177,5.909397636,2.897564768,76.74116698,87.74807081,1
290,692,3.038517727,4.88129699,2.522776504,76.95906542,84.29126743,0
291,1017,3.012462092,8.602545849,0.293467804,81.80749263,81.2724523,0
292,539,4.871286093,5.502177446,2.096815124,82.11611649,80.09214062,1
293,736,3.063921039,5.087735982,1.951395967,75.82484171,92.51720745,1
294,696,5.005686718,5.304703311,1.141288383,74.49269849,80.86103604,1
295,537,3.370731922,5.567769537,0.753534341,77.65419921,72.05583262,1
296,524,2.822507342,6.754806715,3.378652142,78.33987839,81.58397508,1
297,1230,3.881478221,5.806083308,1.179933034,74.96129218,74.06775163,1
298,763,4.573668952,11.25017967,1.267190511,77.95938011,81.20344843,1
299,406,4.170089345,7.356897576,0.949770423,75.99094082,75.32884665,1
300,1201,2.527674515,6.366394951,1.809504422,78.25238163,75.12064635,1
301,512,2.571315787,11.50882253,5.953897233,75.21503065,84.6872992,1
302,694,2.44334284,3.431380438,1.503287509,75.86925912,69.48276933,0
303,1188,4.746415322,6.426465339,3.482568659,79.93890845,70.03112179,1
304,1085,3.24649973,5.179994919,2.752542144,78.46935297,81.41707114,1
305,724,3.35560435,3.259426585,2.577305969,80.24734972,75.32090633,0
306,975,4.705015733,5.242661437,1.51377409,83.02781118,71.24984553,1
307,370,1.937570379,4.531937223,1.470269459,77.05104996,85.805921,1
308,449,3.956200986,1.329914812,3.014726171,77.44956559,83.33786586,1
309,762,3.39591545,9.290477119,3.570585574,77.38551662,81.66920298,1
310,828,2.017131322,10.50051127,2.868029014,75.49229328,70.12791552,1
311,1221,2.637679455,4.235191235,2.031874033,73.90321678,82.45566232,1
312,984,2.005240269,6.874849554,1.550618682,76.0311284,84.27614314,1
313,1184,2.611821436,6.882226933,2.148530188,84.91773151,73.14736706,0
314,833,2.168215301,10.16360856,1.516405007,77.25244776,79.42518405,1
315,965,5.105006947,10.39253786,4.772597043,78.10194151,86.79102662,0
316,1050,2.832184742,17.19333601,1.852760222,77.63478827,76.97216604,1
317,561,5.032525632,7.279273134,1.738238271,82.3678456,83.66980865,1
318,714,3.474915369,6.34274579,3.491896718,76.93038615,88.99057932,1
319,475,2.944083804,6.583693308,1.525618624,82.68646621,79.57409024,1
320,628,2.797841464,5.295980094,2.986523695,73.07673346,83.44774008,1
321,567,2.095878913,7.660523074,2.673228972,75.93317247,75.26196988,1
322,854,4.288756094,11.52432386,1.321913582,75.16088988,80.16701326,1
323,1505,3.854729935,7.498181344,2.179491579,76.5245827,73.36901706,1
324,859,5.543896803,5.705327234,1.873940634,81.43099809,74.72796515,1
325,1104,1.781618704,5.858080635,2.239411346,77.3656668,75.38704582,1
326,1487,3.669765545,6.267736457,1.959287229,77.45640416,82.46753113,1
327,1138,4.249203226,4.783759716,1.959732577,77.95324049,80.42583523,0
328,1523,4.770578119,7.388260399,1.498954977,78.51375414,81.42597009,1
329,508,2.789566889,6.39399614,1.722387961,76.95307924,88.49009713,1
330,1114,4.648001894,4.565012769,2.377323999,77.79056204,76.67879283,0
331,665,1.789119309,4.884568043,1.976354951,75.21147939,74.83796029,1
332,605,2.698895666,5.725955382,1.470174167,76.71174066,82.34528002,1
333,721,2.216376875,7.973538692,1.33037991,75.56704492,66.63755816,1
334,812,4.049198175,5.285120273,2.461277136,75.21517809,77.2191253,1
335,696,2.716795421,5.410542654,1.976036896,83.28279484,74.86273454,1
336,701,3.493208805,5.421514891,1.400364459,76.23112028,87.67276922,1
337,901,2.770540049,4.748631229,2.00871388,75.07806645,84.99277492,0
338,461,4.380925508,5.979608225,1.390474006,76.15678419,88.10394061,1
339,605,2.219443575,8.013817702,1.821858271,73.79633735,88.24688935,1
340,550,5.132414217,8.157698634,3.060459188,76.02009705,71.30229209,1
341,547,2.302282831,4.60181559,2.528199662,76.27300622,70.74148054,1
342,711,3.030602932,8.77531637,1.751713235,88.6816663,86.13202085,0
343,468,4.918316114,4.747907755,1.215721311,76.95625668,72.51422884,1
344,1082,2.157115795,13.00920013,3.018223704,83.1778086,83.38616172,1
345,1054,1.948282539,1.881044904,2.772113941,77.31023327,79.57498676,0
346,500,4.368021532,5.915670276,3.215268146,75.94708313,84.21949231,1
347,920,3.451914305,7.491181103,1.854833221,77.27054665,91.17179996,1
348,587,2.26867852,7.543459816,4.141931526,76.15162521,74.11026851,1
349,483,2.689386112,4.618761239,1.696358672,72.69714659,70.97234931,1
350,544,2.21165924,3.709624617,1.507074213,76.95508731,76.0339645,1
351,764,2.425454735,10.38884735,1.906345085,84.89775063,72.65488327,1
352,377,4.531292243,4.751052086,1.52906439,75.79751223,74.02978466,1
353,1156,3.898324115,4.304632774,3.026546337,78.00643657,82.77512611,0
354,492,2.178504237,4.467054907,1.921672008,75.01128895,82.62090107,1
355,756,2.109441367,4.70715161,3.055282608,78.27122746,72.1582889,1
356,563,1.901561783,6.653823672,2.597345359,80.95725011,84.13029355,1
357,574,4.493266715,4.937566666,2.724779135,75.85738097,66.06225188,1
358,430,4.495505889,12.87556147,1.435589213,76.02259506,85.10806735,1
359,935,2.813090165,4.569830543,6.315904619,74.13699942,76.33953,1
360,884,2.905289867,4.925908245,2.310301854,82.14430303,81.3216981,0
361,832,3.093388526,11.6300182,4.81840916,77.15381722,76.6537226,1
362,696,3.474530509,9.910021861,1.987409897,77.05217775,72.35651772,1
363,1045,2.672748504,8.071249124,2.336877626,85.13664924,67.83279003,1
364,837,3.499285037,5.389177698,1.225570354,77.73127159,89.31959012,1
365,1245,3.997609193,5.160321334,2.024324151,85.60154464,75.89127807,0
366,587,3.000196735,5.751540637,2.819892706,76.8224092,83.82455664,1
367,600,3.997153182,6.770917108,2.8778778,75.53698686,76.05282146,1
368,956,4.265918821,16.16741032,2.863094702,81.7334265,83.47730467,1
369,610,3.699904418,2.994058477,1.464873665,76.60083998,82.49583888,1
370,443,2.846958592,10.20011011,1.334336962,76.32597803,82.34291024,1
371,965,2.782130206,10.97095012,1.915060649,84.70251815,87.41394788,0
372,903,2.367511939,8.953232306,1.126427803,75.40819095,88.85491357,1
373,719,2.694982054,3.781255827,0.835457305,76.79639877,75.85256709,0
374,973,2.183900268,5.793053328,1.62232885,74.07021701,90.88778439,0
375,1223,4.795753145,7.022433402,3.164658305,75.876653,91.11461104,1
376,640,4.993839255,5.618760299,1.422758349,75.29334327,71.01179588,1
377,505,2.795242682,6.52138797,1.873542377,76.69985018,88.00494179,1
378,415,4.806331464,15.92429159,1.193400538,75.35062714,69.17816274,1
379,449,4.723734548,5.251211384,3.367963022,77.16860486,67.32480041,1
380,769,3.10027592,6.703659758,2.904821346,76.83527267,81.91189848,1
381,926,2.759452967,6.268707222,1.88994106,75.26128969,77.37454421,1
382,1367,5.065403635,8.001656563,3.550595583,76.43709058,88.5211447,0
